numunitid,obsval,source_code_description,description
7717,1,,", 5 = irregular"
9355,1,,(H) [30-110]
27796,1,,? times/day
25037,1,,acute pancreatitis
3228,1,billion per liter,10/9 l(6.89%)
28791,1,,within normal limits
14305,1,,\meddata\s6000\document\Apollo\2010\JUN\SCAN8977.T
713,1,,Pleural fluid exam.- general
10451,1,,Total count of motile sperm
19178,1,,How often per month
28164,1,,Months and days
18217,1,,72.2
18677,1,,upto
29270,1,,Study No
3077,1,,micromls/l
20490,1,,5 time/week
11717,1,,Major dep
29145,1,,/ 6 weeks
13677,1,,BC/whole b
25612,1,,recheck 6.7.99
22184,1,,2/weeky
28618,1,,times/2 hours
27589,1,,/oz  week
22572,1,,h   mm
20903,1,,shot whiskey/day
16393,1,,............
29269,1,,ug./L
22530,1,billion per liter,10/9 l(.173%)
29063,1,,2-3 times per month
28602,1,,mill/c.mm
10630,1,,28/10/16 neg
27436,1,,/month (social smoke
18773,1,,occasions per month
16829,1,,weeks & 6 weeks
26957,1,,TCI next week
25013,1,,\meddata\s6000\document\Apollo\2009\NOV\154957.TIF
22700,1,,/21 Per Week
9107,1,,1278
22059,1,,TOP
19173,1,,1.5/day
26520,1,,\meddata\s6000\document\Apollo\2008\JUL\94244.TIF|
24409,1,,farenhieght
26073,1,,fsting
27475,1,,MMOL/MOL IFCC
27765,1,,/day (Infrequent)
25626,1,,stable on 2 mg
9138,1,,+6 week
20648,1,,87 umol/L
15590,1,billion per liter,10/9 l(23.1%)
25409,1,,WBC 13.93
10141,1,,10/1
28054,1,,mpm
20746,1,billion per liter,10/9 l(.116%)
12195,1,,6g/week
25839,1,,4 mg retest 1 week
5243,1,,1891
26697,1,,WBC 26.24
17788,1,,IRAS 223014
25570,1,,alternating 7/8 mg
22079,1,,7 times weekly
23153,1,,less mnthly
14478,1,,/90 days
13371,1,billion per liter,10/9 l(2.44)
24917,1,,/day for 20 years
28343,1,,say
28515,1,,FEV1/FVC
16510,1,,nnol/mol
26963,1,,up to 3 mg and
22931,1,,coopm
24526,1,,\meddata\s6000\document\Apollo\2012\JUL\285534.TIF
12986,1,millimole per liter,mmol/L BrAC
18537,1,,TOP-ART
19709,1,,\meddata\s6000\document\Apollo\2004\NOV\8141.TIF|8
2996,1,,g/sqm/mn
28745,1,,wk-6wk at lmp-DN!
25402,1,,WBC 12.51
11569,1,risk,Mated QRisk2 10-Year
12343,1,heartbeat,61 beats/min
21924,1,,marijuana
11144,1,,24 hours a day
25391,1,,WBC 11.45
26585,1,,low - WBC 5.47
18002,1,,full time
28085,1,,miiliunits p/L
6548,1,,ug/mml
23912,1,,0 - 50
17192,1,,deay
23853,1,,pack year history.
19860,1,,\meddata\s6000\document\Apollo\2009\SEP\78658.TIF|
27699,1,,\meddata\s6000\document\Apollo\2012\JUL\SCAN8685.T
24426,1,,/on occassion
15439,1,,ugEl/g sto
11306,1,,micro mil per litre
25629,1,,tmg daily
14638,1,,Montghly
17071,1,billion per liter,10/9 l(1.36)
4719,1,,UMOL/24H/M2
13441,1,,357L/min
28165,1,,to 9 a week
19704,1,,\meddata\s6000\document\Apollo\2004\NOV\8053.TIF|8
21504,1,,most days.
10839,1,,times/ 3 week
5313,1,,2443
10623,1,,03.01.16 Neg
22930,1,percent,79%
28904,1,,/day30 to 35 a day
23012,1,,(0.80-1.40)
25860,1,,for repeat D/N
5315,1,,2032
25453,1,,WBC 5.2
26680,1,,WBC 14.76
20556,1,,H Unit/L
15716,1,,U/a week
15429,1,percent,cans 4% larger/morni
16144,1,,RDGS (NO)
28881,1,billion per liter,10/9 l(1.95%)
15529,1,,botlles/monthly
19456,1,,\meddata\s6000\document\Apollo\2003\SEP\1447.TIF|1
19917,1,,mgms/mmol
20123,1,,5 ounces
24706,1,billion per liter,10/9 l(1.65%)
12175,1,,/week end
13388,1,,cannibis spliffs/day
21538,1,,times/annually
27484,1,billion per liter,10/9 l(2.23%)
5352,1,,1472
11613,1,,5-170
26995,1,,WBC 12.81
16248,1,,1765
18523,1,,28.2.2014
15989,1,,65 umol/L
16465,1,,o/dl
10038,1,,7mmol
16469,1,percent,% of tot
26049,1,,\meddata\s6000\document\Apollo\2012\MAY\266594.TIF
16522,1,,each hour
24532,1,,\meddata\s6000\document\Apollo\2012\JUN\282851.TIF
28551,1,,nh/mL
25252,1,,WBC 9.09
9463,1,,16/16
19422,1,,\meddata\s6000\document\Apollo\2003\OCT\1738.TIF|1
25388,1,,WBC 11.18
25525,1,,\meddata\s6000\document\Apollo\2007\NOV\68376.TIF|
25812,1,,\meddata\s6000\document\Apollo\2010\AUG\191082.TIF
23387,1,,6/7 alt
22280,1,,m/l change
8948,1,,litres of vodka/wk
29109,1,,5.8mg/mmol
11602,1,,oreMajor depressive
20036,1,,\meddata\s6000\document\Apollo\2011\SEP\223826.TIF
26541,1,,\meddata\s6000\document\Apollo\2010\NOV\199747.TIF
25073,1,,IgA
3249,1,,3.5 - 5.0
23376,1,,3mg/3mg/4mg alt days
22860,1,billion per liter,10/9 l(7.36%)
11604,1,,7/min
29187,1,,U/week normally
19854,1,,\meddata\s6000\document\Apollo\2009\AUG\76374.TIF|
18411,1,,every three weeks
20910,1,billion per liter,10/9 l(1.11%)
10245,1,,2-3 month
21183,1,,infrequent not daily
17203,1,,hour plus
13923,1,,0.79
18862,1,,nng
10205,1,,Arterial carbon dioxide
7875,1,,1 Minimal
9848,1,,Plasma alanine level
19379,1,,\meddata\s6000\document\Apollo\2003\JUL\495.TIF|49
16715,1,,\meddata\s6000\document\Apollo\2012\6\Document 804
28819,1,,g/10/14 days
22661,1,billion per liter,10/9 l(.542%)
22958,1,,(2.2---2.6)
14359,1,,cigarrette/a day
11972,1,,72 regular
16294,1,,50gms per week
27386,1,,in quiting process
27264,1,,2x a week
24603,1,billion per liter,10/9 l(.295%)
8961,1,gram,12 grams
26285,1,,\meddata\s6000\document\Apollo\2009\OCT\154728.TIF
24102,1,,nchesug/
25075,1,,inc to 6/7mg alt day
16904,1,percent,3.3%
23626,1,,micrograms per mil
21840,1,,53U/L
24565,1,,\meddata\s6000\document\Apollo\2012\SEP\294316.TIF
20948,1,,Vape(s)
24271,1,,Serum glutamate D.H.
28892,1,,+weeks
18740,1,,0.5 oz/day
18486,1,,u/ occasional
29024,1,,a nite
11815,1,,2.61
3151,1,,cma
25947,1,,WBC 12.93
26181,1,,WBC 3.24
18659,1,,1669
16191,1,,times/2 to 3 monthly
27194,1,,/105
9506,1,,doses/month
18902,1,,/day and 25mg rollls
15938,1,,litres/wk
17969,1,,>x ug/L
25909,1,,try 4.5 mg
25425,1,,WBC 25.77
11115,1,,lrts/min
4001,1,,/day1
5266,1,,1858
25157,1,,WBC 12.63
23415,1,,1mg/2mg/2mg alt
13443,1,,times/every 3/12
11518,1,,0.15 - 0.50
19461,1,,\meddata\s6000\document\Apollo\2003\SEP\1557.TIF|1
28527,1,,U every 3 weeks
21690,1,,/g pack per week
5506,1,,1885
29038,1,percent,Paed-DCCT (%)
11093,1,,0?
13067,1,,g/ozs
12096,1,,mm0
20600,1,,CLASP Renewed
17837,1,,30g/2 weeks
27205,1,,/ Weeks
5804,1,percent,% reduced
19438,1,,\meddata\s6000\document\Apollo\2003\OCT\2086.TIF|2
28288,1,heartbeat,/106 beats/min
24327,1,,week - social smoker
9134,1,millimole per liter,mmol/L LO
19326,1,,\meddata\s6000\document\Apollo\2003\AUG\946.TIF|94
29031,1,,to 7 U/week
20141,1,,2ek
17813,1,,iu/L(3.0-12.0)
3048,1,,P/y6
28918,1,,PYH
24535,1,,\meddata\s6000\document\Apollo\2012\MAR\267886.TIF
28888,1,,ug/L]
24432,1,,\meddata\s6000\document\Apollo\2007\SEP\77672.TIF|
26377,1,,TCI urgently
23686,1,,2593
26514,1,,\meddata\s6000\document\Apollo\2007\APR\SCAN4164.T
18826,1,,00/12
27225,1,,U/monh
19460,1,,\meddata\s6000\document\Apollo\2003\SEP\1550.TIF|1
16258,1,,1461
17701,1,percent,10 9/l ; %
9318,1,percent,% [1.85]
18275,1,,Microg per L
28909,1,,months-
15262,1,,U/everyother day
10619,1,,Neg 19.02.16
11259,1,,march 2018
15935,1,,\meddata\s6000\document\Apollo\2012\3\Document 782
15442,1,,8 - 0 per day
24159,1,,kilog
17312,1,billion per liter,31x10^9/L
9546,1,,internet buisness
20553,1,,mL/24h urine
23763,1,,3778
11952,1,,mgPROT/mmolCREA
7230,1,billion per liter,10/9 l(44.6%)
27481,1,billion per liter,10/9 l(.171%)
21184,1,,IMB-1018972
25785,1,,\meddata\s6000\document\Apollo\2007\FEB\40922.TIF|
26375,1,,stable down to 2.5mg
13541,1,,mll/l
26378,1,,to increase to 9 mg
16266,1,,\meddata\s6000\document\Apollo\2012\4\Document 778
20701,1,,mL/min/1.73m8
26303,1,,\meddata\s6000\document\Apollo\2012\SEP\281340.TIF
27863,1,billion per liter,x10^9/l(41.6%)
10147,1,,2ng/ml
25016,1,,\meddata\s6000\document\Apollo\2010\FEB\164630.TIF
19727,1,,\meddata\s6000\document\Apollo\2004\SEP\6797.TIF|6
11625,1,,cmc
19678,1,,\meddata\s6000\document\Apollo\2004\MAY\5067.TIF|5
12016,1,,1531
26041,1,,\meddata\s6000\document\Apollo\2010\SEP\198522.TIF
22852,1,billion per liter,10/9 l(.346%)
16047,1,,omol/
9275,1,,/yearly 12*60 mls
9185,1,,mg/I
27158,1,,U/cossionally
27465,1,billion per liter,10/9 l(2.10%)
16380,1,,g{tot'prot}
23498,1,,Dose 1/2mg ALT days
24288,1,,Bone marrow exam.- general NOS
16615,1,,42g
18045,1,,onces/wee
12692,1,,whisky & canada dry
14045,1,,glass/wk
29200,1,,degreeF
29183,1,,/cans a day
17847,1,,3/weeks
9534,1,,once wkly
8609,1,,1 prn
23113,1,billion per liter,10/9 l(3.08%)
16000,1,,Kappa
12052,1,,0z / week
22914,1,,cigs or less
27480,1,billion per liter,10/9 l(2.02%)
13308,1,,2- 3 bottles
20113,1,,time/ week
25349,1,,repeat 5/52
18513,1,,0.72
23258,1,,IU/r
24308,1,,cigarretes
20598,1,,- 7 units per week
22849,1,,rolls/a day
10496,1,,Platelet aggregation test
2617,1,,U/ monthy
18717,1,,one now again
23418,1,,2mg / 3mg
25805,1,,\meddata\s6000\document\Apollo\2009\DEC\159409.TIF
15148,1,,meds
24517,1,,\meddata\s6000\document\Apollo\2012\JAN\261567.TIF
25624,1,,stable 1 mg
27838,1,billion per liter,x10^9/l(44.9%)
11117,1,,/74
23244,1,,year on/off
18266,1,millimole per liter,mmol/L - random
28277,1,,ulL
27263,1,,-4x a week
24190,1,,weeks + 1day
14192,1,billion per liter,41x10^9/L
23844,1,,beers at the weekend
16562,1,percent,(55%) - TLCO
14803,1,,33 +6
21217,1,,times/mnth
19793,1,,\meddata\s6000\document\Apollo\2005\JAN\8797.TIF|8
20217,1,,umolCa/LGF
26528,1,,\meddata\s6000\document\Apollo\2009\APR\129118.TIF
13724,1,,twice monthly
22223,1,,less or monthly
18967,1,,ug/mmol Creat
10575,1,,3.32
20380,1,,20y
15016,1,billion per liter,x10^9/l(84.9%)
14812,1,,/gramsweek
27784,1,,U/3 times a month
11594,1,,1.5 - 1.72
27469,1,billion per liter,10/9 l(18.9%)
21067,1,,NIHR HTA
10806,1,,pred/year
18746,1,,fags/day
20893,1,,right eye.
25423,1,,WBC 2.86
23266,1,,g weeks
15680,1,,"c,ms"
9556,1,,2g/wk
9969,1,,nmol//L
24233,1,,MMOL/  1
26311,1,,1630h
12890,1,,//year
12373,1,,- 92 mmHg
5774,1,billion per liter,10/9 l(3.72%)
22965,1,,/40 per week
17041,1,,11-15 U-wk
4072,1,,/6 weekly
5968,1,,Microscopy for malarial parasites
11159,1,,U8/week
27595,1,,IRAS  ID
19545,1,,\meddata\s6000\document\Apollo\2004\FEB\3633.TIF|3
15540,1,percent,Vol %
28827,1,billion per liter,10/9 l(21.9%)
14464,1,,ml/min per 70kg
23082,1,,Fybromyalgia DS 5565
12802,1,,\meddata\s6000\document\Apollo\2012\SEP\140448.TIF
24848,1,,packet 1 week
23273,1,,g/week  87
23396,1,,8/7mg
19724,1,,\meddata\s6000\document\Apollo\2004\OCT\7662.TIF|7
10775,1,,Gest used
27231,1,,/80 per week
24734,1,,smokes monthly
11317,1,,mng/dl
22499,1,billion per liter,10/9 l(38.3)
9034,1,percent,81%
4135,1,,pM 10^9/L
20207,1,,4 times daily
9438,1,,2U
20524,1,,Admissions to hospital with asthma in the last yea
24695,1,,-2/week
4837,1,,winter/cold months
19026,1,,beats67/min
21355,1,,no cigarettes
19424,1,,\meddata\s6000\document\Apollo\2003\OCT\1802.TIF|1
24679,1,,PPH
20311,1,,not
20138,1,,Thrombophilia screening test
27634,1,,HARMONIE VAS
22533,1,billion per liter,10/9 l(58.4%)
25848,1,,borderinle
27335,1,,Â£/daily
11801,1,percent,%4.24
14378,1,billion per liter,10/9 l(.685%)
25697,1,,WBC 25.17
20782,1,,dail
19647,1,,\meddata\s6000\document\Apollo\2004\MAR\4292.TIF|4
13656,1,,10ml
11419,1,,g/week 8
25341,1,,positive x 2
26212,1,,WBC 5.4
27981,1,,per day with weed
20922,1,,mmol/mm
15677,1,,c ms
6475,1,,some days.
20281,1,,cans of beer / day
13919,1,,60+
24763,1,,cans a /day
23690,1,,1360
27330,1,,Unsure duration
17185,1,,days plus
21649,1,,kg/sq. m
10393,1,,Lymphocytosis - absolute
28477,1,,112/72
20546,1,,th - 50 th
19149,1,,times/hr
5894,1,,Extractable nuclear antigen
25901,1,,TCI no rush
25285,1,,\meddata\s6000\document\Apollo\2010\NOV\202429.TIF
11892,1,,1445
27862,1,billion per liter,x10^9/l(26.5%)
28676,1,,vape pen/day
10127,1,,7ugl
24491,1,,\meddata\s6000\document\Apollo\2011\SEP\246833.TIF
18969,1,percent,% risk in next 10 years
24932,1,,/ounces per day
9736,1,,ounches/day
19786,1,,\meddata\s6000\document\Apollo\2005\FEB\9740.TIF|9
16771,1,billion per liter,10/9 l(16.4%)
23090,1,liter,L71%
26418,1,,WBC 13.72
21807,1,,ounce day
21823,1,,roll up s
21620,1,,/ 4 days
28148,1,,ugHb Stl
25845,1,,APTTR
14781,1,,every 3-4 days
21623,1,,ng/100ml
9399,1,,nm01/L
7126,1,,54/86
27983,1,percent,%  (16.12.13)
27163,1,,U/occasionlly
24653,1,,marijuana roll up
19457,1,,\meddata\s6000\document\Apollo\2003\SEP\1509.TIF|1
24475,1,,\meddata\s6000\document\Apollo\2010\OCT\204082.TIF
25437,1,,WBC 3.97 - low
26550,1,,\meddata\s6000\document\Apollo\2012\NOV\291041.TIF
23745,1,,1272
27116,1,,150 - 400
23328,1,,4MG/5MG  ALT
26905,1,,adjusted
25620,1,,repeat in 2/52
21895,1,,48082
28699,1,,+2
14283,1,,\meddata\s6000\document\Apollo\2011\JUL\MERG3483.T
13950,1,,IIIU
22986,1,,[3.0--8.8]
26574,1,,fine check 2/52
26607,1,,repeat LFT in month
5715,1,billion per liter,10/9 l(.947%)
10946,1,,mg/1ml
5987,1,,Human parvovirus IgM level
15007,1,billion per liter,x10^9/l(45.8%)
19706,1,,\meddata\s6000\document\Apollo\2004\NOV\8094.TIF|8
25118,1,,take 6 mg
22819,1,,w from 28/5
23466,1,,1/2/2mg
18122,1,,every 3wks over week
10967,1,,1556
12518,1,,drinks twice/week
28696,1,,3 x a day
13418,1,,g/10D.
11769,1,percent,% 58
24989,1,,18 hours a week
28610,1,,urogram/L
20017,1,,montsh
17927,1,,oz per month
28281,1,,in the last 2 months
29020,1,percent,95 %
24887,1,,2 bottles of cider
28974,1,billion per liter,x10^9/l(55.6%)
18003,1,,IRAS 203567
6046,1,,2units
18378,1,,mg/BD
28041,1,,we
20279,1,gram per 24 hours,grm/day
25218,1,,WBC 5.9
18531,1,,cells/mm*3
9981,1,,mh/L
19601,1,,\meddata\s6000\document\Apollo\2004\JUL\5814.TIF|5
25123,1,,under urologists
25086,1,,low borderline
21205,1,,U/ 12 months
26675,1,,WBC 13.35
18832,1,,nmol/mM Cr
28982,1,billion per liter,x10^9/l(43.6%)
2611,1,,weeksweek
25977,1,,WBC 26.74
9252,1,,alug/g
15343,1,,38.6
28494,1,,summer
5714,1,billion per liter,10/9 l(1.07)
18370,1,,- 20 /day
19558,1,,\meddata\s6000\document\Apollo\2004\FEB\3842.TIF|3
26853,1,,\meddata\s6000\document\Apollo\2006\AUG\19416.TIF|
17665,1,,farnheit
17271,1,,packs per
16040,1,,muy/
16358,1,,\meddata\s6000\document\Apollo\2007\DEC\SCAN0692.T
12261,1,,20 g
26361,1,,repeat 2 months
28291,1,,g/dl   haemoglobin
17043,1,,IU/a1
16778,1,billion per liter,10/9 l(40.0)
24126,1,,Pred 475
21576,1,,Units p/ Month
11057,1,,mg/col
9391,1,,luteal
25535,1,,\meddata\s6000\document\Apollo\2008\SEP\103531.TIF
18166,1,,4.72
18906,1,,Binge Drinker
24721,1,,mths ago
11840,1,,hours after event
14061,1,,DOUBLE SHOTS
23389,1,,6/7/7mg
19610,1,,\meddata\s6000\document\Apollo\2004\JUL\6213.TIF|6
7832,1,,Salmonella agglut test
13913,1,,Pulse -Apex 68
22669,1,,- 4/day
24891,1,billion per liter,10/9 l(6.84%)
1562,1,,packet tobacco/2 wks
6378,1,,evry 6months
25541,1,,\meddata\s6000\document\Apollo\2009\MAR\123407.TIF
14377,1,billion per liter,10/9 l(38.6%)
28503,1,,uglg
11904,1,,28 g/week
24180,1,,millions/cmm
12204,1,,/half hour
24247,1,billion per liter,10/9 l(6.14%)
7228,1,,0.5 year
15152,1,,-30 /day
26941,1,,slightly congested
19767,1,,\meddata\s6000\document\Apollo\2005\FEB\9206.TIF|9
5848,1,,Anal swab
13223,1,,bottles vodka a week
13105,1,score,/12 on Audit-C
26739,1,,WBC 55.59
23738,1,,2162
4519,1,,4 days/week
23828,1,,2461
27941,1,,U/3  month
15369,1,,6+3
24918,1,,4.6mmol/L
28341,1,,/g weeks
28419,1,,fr
16552,1,,GCS
15776,1,,U/unknown
26121,1,,up to 3 - 5 mg
29139,1,,U/per2weeks
25627,1,,stable stay 2 mg
28747,1,,/mg tobacco per week
20341,1,,rollups/per day
23341,1,,6mg then 4mg daily
13297,1,,pints/3 times wk
5951,1,,Low serum potassium level
28258,1,,- 9 ng/L
25266,1,,\meddata\s6000\document\Apollo\2007\JUL\54608.TIF|
11468,1,,(11-23)
24798,1,,4/weeks
20978,1,,ng/mil
25632,1,,up 10 mg daily
13531,1,,when exercising
28766,1,,\meddata\s6000\document\Apollo\2011\11\Document 23
13758,1,,U/3 times a week
11641,1,,",,ol/l"
20625,1,,/YEARS AGO
7862,1,,JULY 2016
19057,1,,Some hills
7984,1,,hrs per week
25068,1,,grey area
19463,1,,\meddata\s6000\document\Apollo\2003\SEP\1574.TIF|1
7207,1,,X?c10*9/l
24158,1,,Everything is good
19858,1,,\meddata\s6000\document\Apollo\2009\NOV\80737.TIF|
26415,1,,WBC 13.40
19276,1,,ROM
22241,1,,x 2 weekly approx
2916,1,,U/Annum
26427,1,,WBC 14.73
16612,1,,Dorsal
17508,1,,1.30
26056,1,,\meddata\s6000\document\Apollo\2013\MAY\315701.TIF
27989,1,,ouces/month
22574,1,,- 5 to 10 a day
24263,1,,150/g
14754,1,,Dose mg/d
18189,1,,2 - 4
16987,1,,CSF: glucose normal
14115,1,,Sample: parasitology - general
28834,1,,packet of tobacco 50
19968,1,,nanogram/litre
13178,1,,see previous entry
7218,1,,10 g / week
17532,1,,very occ
20763,1,,Mermaids
28335,1,,6?
29277,1,,Patient ID: 032/C/2
17323,1,,10*5 copies/ml
26916,1,,fasting very good
20750,1,,0 Farenheit
28786,1,,mm0l/m0l
17621,1,,times/day 10
11305,1,,\meddata\s6000\document\Apollo\2009\APR\140209.TIF
18984,1,,10 U/month
24670,1,,3/4 weeks
28057,1,,U/occasssionaly
19564,1,,\meddata\s6000\document\Apollo\2004\JAN\3105.TIF|3
15560,1,,pp
26526,1,,\meddata\s6000\document\Apollo\2008\SEP\104618.TIF
21166,1,,1389
21837,1,,/oday
29192,1,,eudraCT No
10613,1,,Neg 16.02.16
12727,1,,3x/week
18326,1,,0-2/week
9362,1,,(T) [1.0-2.6]
23665,1,,1575
14549,1,,occasional only
20931,1,,mL/min13
14080,1,,when he has a cold
21348,1,,social smoking
20880,1,,nanomoles per litre
4959,1,,2252
19817,1,,\meddata\s6000\document\Apollo\2005\MAR\10281.TIF|
22795,1,,/g tobacco week
28027,1,,continouse Libre II
9382,1,,bowls of tobacco
19712,1,,\meddata\s6000\document\Apollo\2004\OCT\7342.TIF|7
18219,1,,90.0
14302,1,,\meddata\s6000\document\Apollo\2010\MAY\doc2004033
19950,1,,Summit Study
12349,1,heartbeat,85 beats/min
26604,1,,reduce to 3.5 mg
18691,1,,16hour
19757,1,,\meddata\s6000\document\Apollo\2005\APR\10532.TIF|
20076,1,,times/week/last week
15934,1,,\meddata\s6000\document\Apollo\2009\APR\29671.TIF|
20483,1,,cigarets/day
6412,1,billion per liter,10/9 l(42.4%)
22757,1,,25gm
14075,1,,\meddata\s6000\document\Apollo\2010\NOV\SCAN7016.A
15742,1,,uints
22428,1,,deg far
9155,1,,98.8f
22920,1,,1-9/ day
17808,1,,\meddata\s6000\document\Apollo\2010\JUL\56940.TIF|
28043,1,,< percentage unit
26549,1,,\meddata\s6000\document\Apollo\2012\MAY\268878.TIF
18654,1,,1572
28946,1,,overnight
12695,1,,bottles wine
12670,1,,/100 TOTAL SCORE
25309,1,,cont 4mg repeat 1mth
26859,1,,\meddata\s6000\document\Apollo\2007\AUG\SCAN0564.T
3259,1,billion per liter,10/9 l(3.29%)
6444,1,,bottle/per week
27570,1,billion per liter,10/9 l(17.3%)
15927,1,,\meddata\s6000\document\Apollo\2007\JUN\19157.TIF|
19007,1,,t1imes/week
27734,1,,\meddata\s6000\document\Apollo\2012\OCT\300582.TIF
12023,1,,1605
18489,1,,18 units a week or 3
27907,1,billion per liter,x10^9/l(73.8%)
25999,1,,WBC 4.28
20288,1,,5 to 10/day
27407,1,percent,(>25)   %
23675,1,,1480
24903,1,,APC ratio
26918,1,,high WBC 12.78
18022,1,,*ku/L
15805,1,,1unit/month
22534,1,billion per liter,10/9 l(5.94%)
17060,1,,p/w hour
19054,1,,mg/1OOml
16988,1,,CSF: microorganisms seen
22855,1,billion per liter,10/9 l(1.88%)
19676,1,,\meddata\s6000\document\Apollo\2004\MAY\5045.TIF|5
28467,1,,"months,"
16642,1,,Small
18167,1,,7/8
25788,1,,\meddata\s6000\document\Apollo\2007\NOV\70756.TIF|
13451,1,,pmol/L^pmol/L
23666,1,,1805
28316,1,,Haemolytic complement (CH50) level
26287,1,,\meddata\s6000\document\Apollo\2010\AUG\MERG5397.T
19595,1,,\meddata\s6000\document\Apollo\2004\JAN\3540.TIF|3
23866,1,,mcgram/l
8885,1,,beers a week
21881,1,percent,%41
27289,1,,12's
18706,1,,15 hours per 24 hour
2047,1,,mmol/1 cholesterol
22077,1,,Mod depr
26536,1,,\meddata\s6000\document\Apollo\2010\FEB\165216.TIF
28845,1,,daily occasionally
11099,1,,/85
22472,1,,/10  A Day
9666,1,,per sitting
17800,1,,Panda S
2071,1,,mmols`
11549,1,,mmo1/1 (5.2-6.5)
22491,1,,/Month - VAPE
24097,1,,expe = 115 - 160
9041,1,,mm o/l
3173,1,,trig 2.33
6207,1,gram,10grams
28964,1,billion per liter,x10^9/l(59.5%)
11476,1,,(24-170)
28716,1,,"gram/day, also cigar"
26799,1,,WBC WBC 6.19
28521,1,,/friday&saturday
27694,1,,\meddata\s6000\document\Apollo\2012\MAR\197934.TIF
22942,1,percent,66%
18664,1,,2073
13669,1,percent,29%
6095,1,,Free androgenic index abnormal
24150,1,,mmol\mol
3609,1,,mmol Ca/mmol Crea
24797,1,,73 umol/L
28445,1,,/day (Social Only)
24654,1,,/pods
5938,1,,24 hour urine adrenaline output
28391,1,,/this week
18001,1,,2015/year
12237,1,,O U / week
15412,1,,time ever
22225,1,,ten
22350,1,,gram / week
29091,1,,drinks a week
23085,1,,Fybromylgia
25390,1,,WBC 11.34
24687,1,,EudraCT number 2011
15647,1,billion per liter,10/9 l(.361%)
24725,1,,Litre a /day
26175,1,,WBC 2.44
13626,1,,on a weekend
24521,1,,\meddata\s6000\document\Apollo\2012\JAN\262469.TIF
14259,1,,\meddata\s6000\document\Apollo\2010\JUN\MERG7335.T
23949,1,,3.9-5.4
20559,1,,\meddata\s6000\document\Apollo\2007\JUN\71136.AHF|
12247,1,,8109
21409,1,,/oz a week
28723,1,,packs /year
16287,1,,rank
25072,1,,Hb 10.8
27416,1,,-3 times/week
25875,1,,on 4 mg
18430,1,,pints beer / week
24677,1,,g of tobacco/week
16438,1,,Pe cent
13001,1,percent,% dly 3/7
13210,1,,at xmas only
27793,1,,1/2 a year
22594,1,,oxf03837
12920,1,,PYs
5363,1,,1369
9217,1,,occasion
12688,1,,lagers/week
23434,1,,50MG
24394,1,,Arterial oxygen level
20525,1,,AGE 88
13042,1,,several/week
17451,1,,Vomit occult blood negative
11821,1,percent,%83
26164,1,,WBC 14.18
25050,1,,cont. 6 mg
26336,1,,good response
18789,1,,17 a day
22089,1,,weekly.
26912,1,,continue check 2.52
24568,1,,\meddata\s6000\document\Apollo\2012\SEP\295443.TIF
25197,1,,WBC 36.38
21671,1,billion per liter,10/9 l(25.1%)
22754,1,,2-3 times daily
14514,1,,cigarettes/d
14318,1,,\meddata\s6000\document\Apollo\2011\MAY\MERG1276.T
21236,1,,over two days
26548,1,,\meddata\s6000\document\Apollo\2011\MAY\222841.TIF
26289,1,,\meddata\s6000\document\Apollo\2010\FEB\165921.TIF
28311,1,,score / monthly
20720,1,,00017
28308,1,,to 30 a day
21847,1,billion per liter,10/9 l(49.7%)
22541,1,,Prompt 2 trial
23340,1,,5MG/6MG ALT DATES
24124,1,,mmol/kl
25529,1,,\meddata\s6000\document\Apollo\2008\DEC\112791.TIF
9277,1,,/year 150 mls
27717,1,,\meddata\s6000\document\Apollo\2012\NOV\SCAN0956.T
7028,1,,2094
13707,1,,packets/wk
13079,1,billion per liter,10/9 l(.620%)
21361,1,,14/40
15122,1,billion per liter,x10^9/l(47.5%)
17172,1,,dauy
24391,1,,3 g/week
19350,1,,\meddata\s6000\document\Apollo\2003\DEC\2902.TIF|2
22116,1,billion per liter,x10^9/l(77.0%)
9896,1,,Whole blood folate low
27294,1,,very faint biphasic
25177,1,,WBC 17.65
18202,1,,1.04
7183,1,,pipes per day approx
29272,1,percent,26%
12331,1,,ug/Ll
18042,1,,every two months
28644,1,,canabis 3/4times/day
17316,1,billion per liter,59x10^9/L
26020,1,,\meddata\s6000\document\Apollo\2008\AUG\98905.TIF|
16459,1,,40 weekly
