numunitid,Description
13991,x10^9/l(7.4%)
13992,x10^9/l(58.4%)
13993,x10^9/l(10.6%)
13994,x10^9/l(64.5%)
13995,dBA
13996,x10^9/l(50.7%)
13997,x10^9/l(79.0%)
13998,23/27
13999,x10-10Mol/L
14000,rolled up cigarettes
14001,cl
14002,2012-004764-22
14003,mOsm/L
14004,**ERROR**
14005,0day
14006,e-cig
14007,iu ratio
14008,tel
14009,CLASP
14010,1996
14011,onze/week
14012,20 hour
14013,kL/U
14014,nmol/h/g Hb
14015,BEST3
14016,mcmil/l
14017,L/s 64% predicted
14018,glass brandy/night
14019,-7 pints cider/day
14020,18.7kg/m2
14021,/gr week
14022,/gweek
14023,#NAME?
14024,pack /day
14025,Primrose Study
14026,mmol/L5.3
14027,/ occassionally
14028,g/6 days
14029,mmol/L*
14030,3.84
14031,degrees 35.6
14032,50-120
14033,bottle of wine per w
14034,1224
14035,10*6 copies / ml
14036,U/ more than monthly
14037,0cc
14038,resp per min
14039,IU/IU
14040,quartly
14041,U/quarterly
14042,1.03
14043,/momth
14044,KUL
14045,glass/wk
14046,2 day
14047,=Ãmol/L
14048,/10-day
14049,mic/l
14050,/amonth
14051,x10^9/l(14.9%)
14052,vaires
14053,x10^9/l(68.4%)
14054,x10^9/l(15.5%)
14055,Sep-28
14056,\meddata\s6000\document\Apollo\2010\NOV\197281.TIF
14057,/weekends only
14058,microgam/L
14059,bottle wine/wkend
14060,cans/weekend
14061,DOUBLE SHOTS
14062,pints sat night
14063,14 units per week
14064,0639
14065,IgG index
14066,% TST
14067,5-10 per day
14068,-30 units/week
14069,- 120 mmHg
14070,- 140 mmHg
14071,-15L cider/day
14072,37.4
14073,try without inhaler
14074,amount not known
14075,\meddata\s6000\document\Apollo\2010\NOV\SCAN7016.A
14076,cn
14077,/18 months
14078,8 ounces per day
14079,times/week 2
14080,when he has a cold
14081,PAU/L
14082,l/min/sec
14083,U/6 week
14084,Bethesda
14085,Serum VLCFA level
14086,Name
14087,pounds (sterling) per day
14088,mis/min
14089,1 ounze
14090,Reference
14091,rolls ups a day
14092,pc/ml
14093,U/w21eek
14094,Child exam.: hearing
14095,Child exam.: speech
14096,Child exam.: vision
14097,\meddata\s6000\document\Apollo\2012\OCT\SCAN0785.T
14098,0 g/week
14099,Serum creatinine low
14100,RBC - red blood cell clumping
14101,"Sample: parasitology-gen.,NOS"
14102,Mycoplasma antibody level
14103,Urine metanephrin
14104,Parvovirus B19 antibody level
14105,AF
14106,Blood cross-matching
14107,Rubella IgM level
14108,Plasma lipoprotein level
14109,pts/day
14110,Chestnut RAST test
14111,E.N.T. swab taken NOS
14112,O/E: E.M. micr.: fungus
14113,"Sample: bacteriology-gen.,NOS"
14114,Faeces examination - quantity
14115,Sample: parasitology - general
14116,MRF u ml
14117,Sm antibody level
14118,Gonadotrophin level borderline
14119,Immunology test
14120,Serum amiodarone level
14121,IgG subclass level
14122,Phospholipid antibody level
14123,Anti-neutro cytoplas antib neg
14124,x10 -12M
14125,/every weekend
14126,10/9 l(.123%)
14127,10/9 l(1.73%)
14128,10/9 l(16.6%)
14129,10/9 l(4.30%)
14130,10/9 l(77.3%)
14131,0.91mmol/L
14132,oz/a day
14133,UNABLE DIDNT HAVE
14134,UNABLE DIDN'T HAVE
14135,/occassionaly
14136,g/every 3 days
14137,occasionly
14138,/occasional
14139,ocassionaly
14140,3.0ug/L
14141,/da
14142,1month
14143,g/ 10 days
14144,only smokes on hols
14145,\meddata\s6000\document\Apollo\2011\JAN\328898.AHF
14146,no of cigs per week
14147,rollups/week
14148,<5
14149,3-4 times a week
14150,days r
14151,FC/50LPF
14152,times/week4
14153,ml/mm
14154,Fastin
14155,1916F1259
14156,1916F1762
14157,1916F2461
14158,1916F2926
14159,1916F3843
14160,1916F3912
14161,1916F4243
14162,1916F5269
14163,1916F7871
14164,1916F8616
14165,1916F8772
14166,1916F9199
14167,1916F9387
14168,1916F9761
14169,1916F9894
14170,x10-10mol
14171,10 / day
14172,bottles beer/Wk
14173,pts bitter/day
14174,increased.
14175,4.x10^9/L
14176,23x10^9/L
14177,12x10^9/L
14178,38x10^9/L
14179,65x10^9/L
14180,47x10^9/L
14181,8.x10^9/L
14182,2.x10^9/L
14183,18x10^9/L
14184,no. of sperm
14185,15x10^9/L
14186,cbs
14187,6.x10^9/L
14188,0.x10^9/L
14189,small roll ups/day
14190,77x10^9/L
14191,69x10^9/L
14192,41x10^9/L
14193,48x10^9/L
14194,1099
14195,g/5 days
14196,month +
14197,U/ml(Elia)
14198,1/year
14199,10\S\12/L
14200,[AU]/mL
14201,pints real ale/day
14202,years approx
14203,umU/mL
14204,U/week56
14205,U/week9
14206,U/bimonthly
14207,Oct-15
14208,cans beer
14209,g smoked daily
14210,mm in 1st hr
14211,U/ 3 months
14212,x10^9/l(31.6%)
14213,x10^9/l(56.7%)
14214,x10^9/l(8.2%)
14215,\meddata\s6000\document\Apollo\2009\MAR\SCAN7279.T
14216,\meddata\s6000\document\Apollo\2010\OCT\MERG8478.T
14217,\meddata\s6000\document\Apollo\2012\MAY\doc2004121
14218,\meddata\s6000\document\Apollo\2010\NOV\MERG8461.T
14219,\meddata\s6000\document\Apollo\2012\AUG\doc2005021
14220,\meddata\s6000\document\Apollo\2010\APR\MERG6983.T
14221,\meddata\s6000\document\Apollo\2011\AUG\SCAN6309.T
14222,\meddata\s6000\document\Apollo\2004\JUL\MERG1182.T
14223,\meddata\s6000\document\Apollo\2010\MAY\MERG7235.T
14224,\meddata\s6000\document\Apollo\2006\DEC\MERG0339.T
14225,\meddata\s6000\document\Apollo\2012\JAN\SCAN9216.T
14226,\meddata\s6000\document\Apollo\2008\OCT\SCAN5695.T
14227,\meddata\s6000\document\Apollo\2012\JAN\doc2004072
14228,\meddata\s6000\document\Apollo\2012\JUN\MERG6563.T
14229,ug.L
14230,\meddata\s6000\document\Apollo\2009\FEB\2009030216
14231,\meddata\s6000\document\Apollo\2010\JUL\MERG7497.T
14232,\meddata\s6000\document\Apollo\2005\JUL\SCAN3426.T
14233,\meddata\s6000\document\Apollo\2010\APR\SCAN7619.T
14234,\meddata\s6000\document\Apollo\2012\MAR\MERG5439.T
14235,\meddata\s6000\document\Apollo\2009\JUN\SCAN9884.T
14236,\meddata\s6000\document\Apollo\2011\AUG\doc2004030
14237,\meddata\s6000\document\Apollo\2010\NOV\SCAN2632.T
14238,\meddata\s6000\document\Apollo\2008\NOV\SCAN4580.T
14239,\meddata\s6000\document\Apollo\2008\OCT\MERG3554.T
14240,\meddata\s6000\document\Apollo\2011\MAR\SCAN4536.T
14241,\meddata\s6000\document\Apollo\2006\APR\SCAN0377.T
14242,\meddata\s6000\document\Apollo\2009\MAR\SCAN8077.T
14243,\meddata\s6000\document\Apollo\2009\SEP\MERG5349.T
14244,\meddata\s6000\document\Apollo\2011\JAN\MERG9006.T
14245,\meddata\s6000\document\Apollo\2011\SEP\SCAN6885.T
14246,\meddata\s6000\document\Apollo\2009\APR\MERG4390.T
14247,\meddata\s6000\document\Apollo\2012\APR\MERG5628.T
14248,\meddata\s6000\document\Apollo\2011\FEB\SCAN4060.T
14249,\meddata\s6000\document\Apollo\2010\JUN\SCAN9216.T
14250,\meddata\s6000\document\Apollo\2011\AUG\MERG3562.T
14251,\meddata\s6000\document\Apollo\2008\DEC\SCAN5899.T
14252,\meddata\s6000\document\Apollo\2011\JUN\MERG2231.T
14253,\meddata\s6000\document\Apollo\2009\MAY\MERG4510.T
14254,\meddata\s6000\document\Apollo\2009\FEB\SCAN6962.T
14255,\meddata\s6000\document\Apollo\2011\MAY\SCAN5133.T
14256,\meddata\s6000\document\Apollo\2009\SEP\SCAN1848.T
14257,\meddata\s6000\document\Apollo\2012\MAY\SCAN1910.T
14258,\meddata\s6000\document\Apollo\2011\OCT\MERG3991.T
14259,\meddata\s6000\document\Apollo\2010\JUN\MERG7335.T
14260,\meddata\s6000\document\Apollo\2010\JUL\SCAN9014.T
14261,\meddata\s6000\document\Apollo\2012\JUL\doc2005021
14262,\meddata\s6000\document\Apollo\2010\NOV\SCAN2292.T
14263,\meddata\s6000\document\Apollo\2010\NOV\SCAN2102.T
14264,\meddata\s6000\document\Apollo\2011\JUL\SCAN5903.T
14265,\meddata\s6000\document\Apollo\2011\OCT\doc2004051
14266,\meddata\s6000\document\Apollo\2008\NOV\MERG3482.T
14267,\meddata\s6000\document\Apollo\2009\NOV\SCAN4190.T
14268,\meddata\s6000\document\Apollo\2011\MAR\SCAN4537.T
14269,\meddata\s6000\document\Apollo\2010\NOV\SCAN2364.T
14270,\meddata\s6000\document\Apollo\2011\MAR\SCAN4421.T
14271,\meddata\s6000\document\Apollo\2011\NOV\MERG4308.T
14272,\meddata\s6000\document\Apollo\2009\JUN\SCAN0117.T
14273,\meddata\s6000\document\Apollo\2009\OCT\SCAN3117.T
14274,\meddata\s6000\document\Apollo\2009\APR\MERG4476.T
14275,\meddata\s6000\document\Apollo\2010\DEC\MERG8685.T
14276,\meddata\s6000\document\Apollo\2010\OCT\MERG8330.T
14277,\meddata\s6000\document\Apollo\2012\FEB\MERG5081.T
14278,\meddata\s6000\document\Apollo\2011\NOV\doc2004051
14279,\meddata\s6000\document\Apollo\2010\SEP\SCAN0851.T
14280,\meddata\s6000\document\Apollo\2012\JAN\MERG4638.T
14281,\meddata\s6000\document\Apollo\2009\OCT\SCAN2986.T
14282,\meddata\s6000\document\Apollo\2010\AUG\SCAN9113.T
14283,\meddata\s6000\document\Apollo\2011\JUL\MERG3483.T
14284,\meddata\s6000\document\Apollo\2008\JAN\2008011616
14285,\meddata\s6000\document\Apollo\2009\APR\2009042113
14286,\meddata\s6000\document\Apollo\2009\APR\MERG4298.T
14287,\meddata\s6000\document\Apollo\2012\MAY\SCAN1982.T
14288,\meddata\s6000\document\Apollo\2004\OCT\SCAN8939.T
14289,\meddata\s6000\document\Apollo\2010\AUG\SCAN9885.T
14290,\meddata\s6000\document\Apollo\2009\DEC\SCAN4233.T
14291,\meddata\s6000\document\Apollo\2012\APR\SCAN1522.T
14292,\meddata\s6000\document\Apollo\2011\APR\SCAN4980.T
14293,\meddata\s6000\document\Apollo\2012\APR\doc2004102
14294,\meddata\s6000\document\Apollo\2009\DEC\SCAN4534.T
14295,\meddata\s6000\document\Apollo\2009\AUG\MERG5400.T
14296,\meddata\s6000\document\Apollo\2011\MAY\SCAN5132.T
14297,\meddata\s6000\document\Apollo\2009\OCT\MERG5596.T
14298,\meddata\s6000\document\Apollo\2011\NOV\SCAN7589.T
14299,\meddata\s6000\document\Apollo\2012\AUG\doc2005022
14300,\meddata\s6000\document\Apollo\2011\JUL\MERG2776.T
14301,\meddata\s6000\document\Apollo\2012\OCT\doc2005042
14302,\meddata\s6000\document\Apollo\2010\MAY\doc2004033
14303,\meddata\s6000\document\Apollo\2011\DEC\SCAN8377.T
14304,\meddata\s6000\document\Apollo\2009\NOV\SCAN4419.T
14305,\meddata\s6000\document\Apollo\2010\JUN\SCAN8977.T
14306,\meddata\s6000\document\Apollo\2012\AUG\MERG7304.T
14307,\meddata\s6000\document\Apollo\2009\OCT\SCAN3721.T
14308,\meddata\s6000\document\Apollo\2011\DEC\MERG4520.T
14309,\meddata\s6000\document\Apollo\2010\APR\SCAN6901.T
14310,\meddata\s6000\document\Apollo\2010\MAR\SCAN6021.T
14311,\meddata\s6000\document\Apollo\2011\OCT\SCAN7468.T
14312,\meddata\s6000\document\Apollo\2012\JAN\SCAN9181.T
14313,\meddata\s6000\document\Apollo\2011\JUN\MERG2155.T
14314,\meddata\s6000\document\Apollo\2009\JUL\SCAN1162.T
14315,\meddata\s6000\document\Apollo\2012\MAY\SCAN2019.T
14316,\meddata\s6000\document\Apollo\2009\OCT\MERG5655.T
14317,\meddata\s6000\document\Apollo\2010\JAN\MERG6300.T
14318,\meddata\s6000\document\Apollo\2011\MAY\MERG1276.T
14319,\meddata\s6000\document\Apollo\2011\DEC\MERG4507.T
14320,grms/weeks
14321,#NAME?
14322,oz/gr week
14323,Urine mucopolysaccharides
14324,3 ltrs cider/day
14325,1916F2286
14326,1916F6776
14327,120 U/week
14328,2/month
14329,T/N
14330,POSITION
14331,fahrenheit f
14332,CHA2DS2-VASc
14333,CPM risk score
14334,s/week
14335,life long
14336,<3.6
14337,30 per day
14338,6 months to review
14339,0 units/week
14340,4 weekly
14341,0 weekly
14342,ml/min(est.)
14343,4times/year
14344,(0-11)
14345,1time/month
14346,4 times/year
14347,No/Att
14348,50 grams per week
14349,shisha/week
14350,glases/week
14351,glasses/months
14352,glaasses/week
14353,glasses/ month
14354,10day
14355,units/months
14356,glasses/2weeks
14357,glasses/units
14358,gm per week
14359,cigarrette/a day
14360,cigarrettes/day
14361,cigarettes/month
14362,Cigarret/day
14363,cigerett
14364,cigerret/day
14365,roll-up/day
14366,farenhiet
14367,Ratio^Ratio
14368,10/9 l(6.82%)
14369,/last 12 mths
14370,06-Apr
14371,Serum vitamin A
14372,09
14373,degreesC
14374,games per week
14375,Trop Pallidum partic
14376,Vomit occult blood
14377,10/9 l(38.6%)
14378,10/9 l(.685%)
14379,37.2
14380,Vomit examination
14381,Feto/placental hormones NOS
14382,10/9 l(94%)
14383,05-Jul
14384,Age + HCG + AFP Risk
14385,Norma
14386,10/9 l(2.70%)
14387,4/5 alt days
14388,stop day
14389,5mg
14390,8mg
14391,mmol\
14392,09-Mar
14393,10/9 l(64.1%)
14394,twice daily
14395,Fluid sample alk.phosphatase
14396,10/9 l(46)
14397,10/9 l(6.50%)
14398,10/9 l(65)
14399,Plasma total bilirubin level
14400,3mg
14401,20+ppm
14402,10/9 l(2.9%)
14403,Wasp venom IgG level
14404,10/9 l(62.9%)
14405,10/9 l(.120%)
14406,Faeces:foreign constituent NOS
14407,Pred
14408,10/9 l(26.4%)
14409,2mg
14410,Amniotic fluid - nil abnormal
14411,7mg
14412,10/9 l(21.1%)
14413,L L/L
14414,glugose
14415,10/9 l(3.9%)
14416,09-Jan
14417,06-Mar
14418,Urine bacteria test not done
14419,day 21
14420,10/9 l(.362%)
14421,06-Feb
14422,units a day
14423,.-
14424,Age Alone Risk
14425,9g/week
14426,npm
14427,06-Jan
14428,06
14429,Inc f
14430,10/9 l(8.15%)
14431,Genomes Project
14432,10/9 l(7.66%)
14433,09-Mar
14434,Female sex hormones NOS
14435,Male sex hormones NOS
14436,6/5/6/5/6/5
14437,mmo/
14438,Bone marrow exam. abnormal
14439,AFP MoMs
14440,20+
14441,week/days
14442,HCG MoMs
14443,3 mg daily
14444,-1.31
14445,U/typical day
14446,IgA level
14447,10/9 l(1.06%)
14448,10/9 l(1.89%)
14449,10/9 l(40.2%)
14450,10/9 l(5.76%)
14451,10/9 l(51.1%)
14452,ESR
14453,l//
14454,1916F8982
14455,/m
14456,/week 5
14457,1=nad 2=abn 0=not done
14458,t3imes/week
14459,g/l. NaCl
14460,Intrinsic Factor Ab
14461,6mtg/gHb/h
14462,Plasma Tot Protein S
14463,2-3 times/week
14464,ml/min per 70kg
14465,mg/mmol(cr
14466,nmon/l
14467,ml (24 hours)
14468,g/wee1
14469,Patient safety
14470,L U/L
14471,g/aweek
14472,gbdgk
14473,5g/day
14474,ounce/wk
14475,every two weeks
14476,g/a/wk
14477,L\L
14478,/90 days
14479,less than a day
14480,not recorded
14481,[LO]
14482,118/80
14483,ug/gFaece
14484,62%
14485,07-Oct
14486,mosm/kg H2O
14487,month]
14488,U/years
14489,at night
14490,"c,"
14491,bottle wine/Wk
14492,gms every 7-10 days
14493,/7 weeks
14494,mmol/LFasting
14495,1-7 units
14496,97%
14497,mh/dl
14498,bottles spirit/day
14499,drinks 2 x a year
14500,(U/l)
14501,m/lt
14502,beers/weekend
14503,dayas
14504,hoiurs
14505,/122
14506,1per week
14507,times/im few month
14508,g/aday
14509,i.u./ L
14510,? amount per day
14511,9g/mL
14512,UNITS WEEK
14513,/gms/week
14514,cigarettes/d
14515,40 per week
14516,ug Hb/g
14517,U/quartely
14518,/48 Hip Score
14519,gm/cm2
14520,1951
14521,20110118
14522,sitting
14523,week when socialisin
14524,ug / l
14525,/48 Knee Score
14526,micg/ml
14527,mmm/Hg
14528,"*1000,000,000/ l"
14529,/37
14530,episode
14531,cig.daily
14532,/20 U/week
14533,12.2018
14534,MG/DL/ox
14535,year plus
14536,total not known
14537,total unknown
14538,06.01.2019
14539,Oct.2018
14540,5-6/day
14541,/162
14542,ng/mL(FEU)
14543,THERAPEUTIC
14544,mcgm/L
14545,degrees farenheight
14546,10*3 cells/mm*3
14547,10*6 cells/mm*3
14548,AFP MOM
14549,occasional only
14550,iu/L(H)
14551,x10(3) units
14552,g/L(H)
14553,Lpm.
14554,2 per week
14555,HCG
14556,kg(body wt)
14557,mu/L(L)
14558,c/ 31pf
14559,1.1.2015
14560,m^2
14561,umol/(H)
14562,mg:mmol
14563,mmol/L(H)
14564,mmol/L(L)
14565,ratoio
14566,ng/mL (FEU)
14567,10/9 l(.285%)
14568,10/9 l(26.3%)
14569,10/9 l(4.34%)
14570,10/9 l(67.7%)
14571,(30 gm/week)
14572,6 days/week
14573,1weel
14574,g/4days
14575,mcg.
14576,x10^9/l(53.7%)
14577,x10^9/l(32.4%)
14578,21-25U/week
14579,x10^9/l(5.1%)
14580,550 L/min
14581,pmol/8x10e8 RC
14582,\meddata\s6000\document\Apollo\2011\OCT\159253.TIF
14583,farenheit f
14584,dayly
14585,E cigs
14586,mg/mmolCreatinine
14587,litre/minute
14588,times/every 2 weeks
14589,-47%
14590,yrs smoked
14591,1.25g/week
14592,ounce / week
14593,IRAS Project
14594,IRAS project 234172
14595,10/9 l(.391%)
14596,10/9 l(34.8%)
14597,10/9 l(5.98%)
14598,10/9 l(52.3%)
14599,10/9 l(6.60%)
14600,30 day
14601,iu/le
14602,1 u
14603,g/ll
14604,times / year
14605,smoked per day
14606,micron
14607,thrombin
14608,0.94
14609,0.13
14610,20 years
14611,pmol/I
14612,m U/I
14613,AVE: mm Hg
14614,ID
14615,4days
14616,20 g/week
14617,(0.5-2.0)
14618,10/9 l(1.98%)
14619,Hr/Mins
14620,10/9 l(8.26%)
14621,t3 mes/week
14622,10/9 l(.274%)
14623,/weeek
14624,10/9 l(28.6%)
14625,10/9 l(60.9%)
14626,(at term)
14627,unknown total
14628,104/69
14629,U/Yera
14630,week +2
14631,-10M
14632,/day3
14633,ccs
14634,pmol/8 x 10*8 red blood cells
14635,g/cmÂ²
14636,sys
14637,Nrbb/ 100 WBC
14638,Montghly
14639,four times/week
14640,kg/cm
14641,36.7
14642,90%
14643,at 450nm.
14644,or 4 well
14645,normal / n
14646,BENIGN LES
14647,RBC/cmm
14648,Synexus CVD
14649,3.9
14650,umol/L.
14651,Endo titre
14652,<90
14653,100gm
14654,4.2
14655,units/24hr
14656,mmol/L/unit of insulin
14657,e12/l
14658,e/9l
14659,e9/l
14660,PER 100 WHITE CELLS
14661,COI
14662,CT
14663,mLs/min/1.73m^2
14664,cigarettes day
14665,occ social smoker
14666,Completed
14667,/Quarter Of Year
14668,since Nov 2018
14669,IPAS Project
14670,glass's wine/week
14671,litres vodka/Wk
14672,0.00%
14673,-0.40%
14674,-1.35%
14675,-11.98%
14676,-19.78%
14677,-66.49%
14678,times/6 month
14679,Unit/month
14680,200 +
14681,200+
14682,\meddata\s6000\document\Apollo\2011\5\Document 663
14683,with exacerbation
14684,/week socially
14685,35.6
14686,20/27
14687,/58
14688,ugms/L
14689,50g weekly
14690,mmol/min/1.73m2
14691,U/mounth
14692,1.67
14693,10+
14694,14/30
14695,FREE/TOTAL PSA RATIO
14696,50 grams
14697,Orion4
14698,b123083
14699,Serum bile acid level
14700,10 days
14701,Avian precipitin test
14702,Fructosamine level
14703,Synovial fluid for organism
14704,/week when in school
14705,Hepatitis B core antibody level
14706,Glucose load test
14707,U/every 3month
14708,val
14709,10*1 copies/mL
14710,seven times a week
14711,4g/week
14712,life
14713,/100 LEU
14714,TV
14715,g/2.5 weeks
14716,pmol/g (Hb)
14717,mL/min1.73m2
14718,times/2month
14719,2/3 units per wk
14720,x10E12
14721,units per day
14722,O/E: stained micr.: bacteria
14723,CSF: polymorph. leucocytosis
14724,bilateral
14725,socially only now
14726,28.8.2015
14727,social occasions onl
14728,socially once a year
14729,occasional g&t
14730,1980
14731,REVERSIBILITY %
14732,time every 2 weeks
14733,times every 2 weeks
14734,mm at 1 hr
14735,apyrexial
14736,not said
14737,hardly any
14738,cool to touch
14739,no temp
14740,Units//week
14741,oz daily
14742,10/9 l(6.61%)
14743,10/9 l(30.3%)
14744,IgC
14745,10/9 l(.363%)
14746,pmol/hour
14747,g/d1
14748,cell/cumm
14749,mircorgram/L
14750,10/9 l(2.31%)
14751,10/9 l(1.19%)
14752,cell//cumm
14753,6-12 u /week
14754,Dose mg/d
14755,10/9 l(57.4%)
14756,10/9 l(8.31%)
14757,night time
14758,microgram per liter
14759,degress f
14760,10 a day for 10 year
14761,8B3x83
14762,attacks/wk
14763,/gram
14764,nmol/Kg rc
14765,umol/L(55-105)
14766,125/82
14767,umol/L(51-107)
14768,*mmol/L(3.6-6.0)
14769,ru
14770,*mm/hr(3-15)
14771,*mmol/L
14772,days off/3M
14773,g per day
14774,beck sc
14775,01-May
14776,Lab No
14777,ANUALLY
14778,Units/hr
14779,bi-monthly
14780,Urine volume over 6 hrs
14781,every 3-4 days
14782,mm/hr:
14783,4mmol/L
14784,umol/mol (creat)
14785,grams /day
14786,months 2
14787,04-Jun
14788,05-Oct
14789,out of 6
14790,cans of cider/day
14791,17-20/day
14792,relative risk
14793,flow rate
14794,roll up/ per day
14795,CPMS ID 14611
14796,14611
14797,week +1
14798,pipes
14799,39+6
14800,week +6
14801,39+1
14802,week + 4
14803,33 +6
14804,quaterly
14805,week 38+2
14806,U/ 4 weeks
14807,1-7 Units a week
14808,\meddata\s6000\document\Apollo\2010\OCT\316468.AHF
14809,\meddata\s6000\document\Apollo\2010\NOV\SCAN1012.A
14810,\meddata\s6000\document\Apollo\2011\MAY\345493.AHF
14811,\meddata\s6000\document\Apollo\2011\JUL\355069.AHF
14812,/gramsweek
14813,WBC 3.67
14814,\meddata\s6000\document\Apollo\2011\AUG\358194.AHF
14815,\meddata\s6000\document\Apollo\2011\MAR\334929.AHF
14816,WBC 6.20
14817,grams / week
14818,WBC 6.68
14819,\meddata\s6000\document\Apollo\2011\AUG\MERG2401.A
14820,hiurs
14821,5vtimes/week
14822,*fl(80-100)
14823,x10^9/l(21.4%)
14824,x10^9/l(61.3%)
14825,x10^9/l(11.6%)
14826,x10^9/l(2.9%)
14827,x10^9/l(38.4%)
14828,x10^9/l(8.7%)
14829,x10^9/l(35.1%)
14830,x10^9/l(28.2%)
14831,x10^9/l(72.4%)
14832,x10^9/l(6.5%)
14833,x10^9/l(0.5%)
14834,x10^9/l(48.3%)
14835,x10^9/l(68.7%)
14836,x10^9/l(71.3%)
14837,x10^9/l(36.5%)
14838,x10^9/l(24.3%)
14839,x10^9/l(13.1%)
14840,x10^9/l(13.0%)
14841,x10^9/l(63.4%)
14842,x10^9/l(48.0%)
14843,x10^9/l(15.2%)
14844,x10^9/l(82.9%)
14845,x10^9/l(11.7%)
14846,x10^9/l(6.0%)
14847,x10^9/l(65.3%)
14848,x10^9/l(21.8%)
14849,x10^9/l(22.7%)
14850,x10^9/l(63.6%)
14851,x10^9/l(77.1%)
14852,x10^9/l(25.1%)
14853,x10^9/l(12.5%)
14854,x10^9/l(9.4%)
14855,x10^9/l(10.3%)
14856,x10^9/l(55.1%)
14857,x10^9/l(5.8%)
14858,x10^9/l(44.0%)
14859,x10^9/l(79.4%)
14860,x10^9/l(60.7%)
14861,C10
14862,x10^9/l(48.4%)
14863,x10^9/l(15.9%)
14864,x10^9/l(24.6%)
14865,x10^9/l(48.7%)
14866,x10^9/l(52.8%)
14867,x10^9/l(75.4%)
14868,x10^9/l(7.5%)
14869,x10^9/l(22.9%)
14870,x10^9/l(18.0%)
14871,x10^9/l(34.9%)
14872,x10^9/l(64.0%)
14873,x10^9/l(18.8%)
14874,x10^9/l(23.9%)
14875,x10^9/l(64.3%)
14876,x10^9/l(61.7%)
14877,x10^9/l(35.0%)
14878,x10^9/l(15.7%)
14879,x10^9/l(9.0%)
14880,x10^9/l(26.2%)
14881,x10^9/l(28.9%)
14882,x10^9/l(37.7%)
14883,x10^9/l(52.4%)
14884,x10^9/l(66.3%)
14885,x10^9/l(30.7%)
14886,x10^9/l(34.7%)
14887,x10^9/l(66.0%)
14888,x10^9/l(19.0%)
14889,x10^9/l(58.2%)
14890,x10^9/l(33.1%)
14891,x10^9/l(13.9%)
14892,x10^9/l(62.8%)
14893,x10^9/l(2.7%)
14894,x10^9/l(22.4%)
14895,x10^9/l(41.3%)
