,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,,Notes
398,83.33,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-2623,BACHUE,3-37-2623,Racafe & Cia S.C.A,,Huila,La Plata,275,70 kg,Almacafé,2016,"May 5th, 2016",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.83,7.58,7.58,7.58,7.5,7.58,Sample,10,10,10,7.67,Sample  83.33,,0%,1 full defects,0,Green,2 full defects,,"May 5th, 2017",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
399,83.33,,,,,,Arabica,Ipanema Coffees,Brazil,Rio Verde,,Ipanema Coffees,002/1660/0106,Ipanema Coffees,1227,South Minas Gerais,Ipanema Agrícola SA,10,2 kg,Specialty Coffee Association,2015/2016,"October 12th, 2015",Ipanema Coffees,Catuai,Completed,Semi-washed / Semi-pulped,Sample,7.5,7.83,7.33,7.58,7.58,7.92,Sample,10,10,10,7.58,Sample  83.33,,10%,1 full defects,0,Green,5 full defects,,"October 11th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
400,83.33,,,,,,Arabica,ANDREAS KUSSMAUL,Mexico,ECC,,ECC,1620280402,Exportadora Café California,1200,Chiapas,ECC,275,1 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2014,"July 14th, 2015",ANDREAS KUSSMAUL,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.5,7.67,7.5,7.58,Sample,10,10,10,7.58,Sample  83.33,,12%,0 full defects,0,Green,2 full defects,,"July 13th, 2016",Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,Liverpool 91 COL. Juárez CP06600. Cuauhtémoc México DF,ING. Arturo Hernández Fujigaki - +52 (55) 56984710,,
401,83.33,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,varios,,Trilladora agrícola de santander,3-68-0103,Exportadora de Cafe Condor S.A,1650 msnm,Santander,varios,275,70 kg,Almacafé,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.75,7.42,7.83,7.83,7.42,Sample,10,10,10,7.42,Sample  83.33,,11%,0 full defects,0,Green,1 full defects,,"April 7th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
402,83.33,,,,,,Arabica,AFCA,"Tanzania, United Republic Of",Mondul Coffee Estate,,Mondul Coffee Estate,C27,Mondul Coffee Estate,1700,Arusha,Mondul Coffee Estate,10,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",AFCA,Other,Completed,Semi-washed / Semi-pulped,Sample,7.75,7.58,7.67,7.58,7.58,7.58,Sample,10,10,10,7.58,Sample  83.33,,12%,0 full defects,0,Green,6 full defects,,"December 12th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,
403,83.33,,,,,,Arabica,J.ANDRADE,Mexico,EL PINO,,"EL PINO, COSAUTLAN DE CARVAJAL",0,"CAFÉ ANDRADE, S.A. DE C.V.",1100,COSAUTLAN DE CARVAJAL,JOSÉ LUIS ANDRADE SANDARA,200,1 kg,AMECAFE,2013,"July 15th, 2014",J.ANDRADE,Other,Completed,Washed / Wet,Sample,7.67,7.67,7.58,7.67,7.5,7.58,Sample,10,10,10,7.67,Sample  83.33,,12%,0 full defects,0,Green,0 full defects,,"July 15th, 2015",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
404,83.33,,,,,,Arabica,The Coffee Source Inc.,Costa Rica,SEVERAL,,CAFE DE ALTURA SAN RAMON,5-562-0013,The Coffee Source Inc.,1300 MSNM,SAN RAMON,SEVERAL,250,3 lbs,Specialty Coffee Association,2014,"April 7th, 2014",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.42,7.67,7.67,7.67,Sample,10,10,10,7.58,Sample  83.33,,12%,0 full defects,0,Green,3 full defects,,"April 7th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
405,83.33,,,,,,Arabica,Eileen Koyanagi,United States (Hawaii),,,,KP012314,Kona Pacific Farmers Cooperative,,KONA,,12,100 lbs,Specialty Coffee Association,2014,"February 25th, 2014",Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,Sample,7.83,7.58,7.83,7.67,7.92,8,Sample,9.33,10,9.33,7.83,Sample  83.33,,11%,0 full defects,0,Bluish-Green,1 full defects,,"February 25th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
406,83.33,,,,,,Arabica,Eric Thormaehlen,Costa Rica,SEVERAL,,SEVERAL - CORICAFE DRY MILL,5-0048-0023,CORICAFE S.A.,1100-1300,CENTRAL VALLEY - WEST VALLEY,CORICAFE BLEND,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"February 14th, 2014",Eric Thormaehlen,Catuai,Completed,Washed / Wet,Sample,7.5,7.67,7.67,7.5,7.83,7.17,Sample,10,10,10,8,Sample  83.33,,11%,0 full defects,0,Green,3 full defects,,"February 14th, 2015",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
407,83.33,,,,,,Arabica,Dane Loraas,Peru,,,,030-0695-1742,Sustainable Harvest,,,,280,5 lbs,Specialty Coffee Association,2013,"January 21st, 2014",Dane Loraas,,Completed,Washed / Wet,Sample,7.83,7.75,7.58,7.83,7.92,7.58,Sample,9.33,10,10,7.5,Sample  83.33,,12%,0 full defects,0,Green,5 full defects,,"January 21st, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
408,83.33,,,,,,Arabica,ITIAH COFFEE LLC,Haiti,MARRE BLANCHE,,,,ITIAH Coffee LLC.,4200 FEET,"THIOTTE, HAITI",COOPCAB,2,4 lbs,Specialty Coffee Association,2012,"October 3rd, 2013",ITIAH COFFEE LLC,Typica,Completed,Washed / Wet,Sample,7.58,7.5,7.67,7.5,7.83,7.42,Sample,10,10,10,7.83,Sample  83.33,,11%,0 full defects,0,Green,4 full defects,,"October 3rd, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
409,83.33,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,NEIVA,3-59-1326,CARCAFE LTDA CI,1000 MSNM,PITALITO HUILA,ORLANDO ORTIZ / HIPOLITO TORRES,250,70 kg,Almacafé,2013,"April 26th, 2013",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.67,7.67,7.5,7.67,7.92,7.42,Sample,10,10,10,7.5,Sample  83.33,,11%,0 full defects,0,Green,1 full defects,,"April 26th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
410,83.33,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL SACRAMENTO,,BENEFICIO IXCHEL,11/23/0419,"UNEX (GUATEMALA),S.A",4300,ORIENTE,LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.83,7.67,7.17,7.67,7.67,7.67,Sample,10,10,10,7.67,Sample  83.33,,11%,0 full defects,0,Green,3 full defects,,"February 26th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
411,83.33,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,2234503 KONA PRIME,Kona Pacific Farmers Cooperative,,KONA,,7,100 lbs,Specialty Coffee Association,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,Sample,7.92,7.5,7.58,7.83,7.67,7.67,Sample,9.33,10,10,7.83,Sample  83.33,,10%,0 full defects,0,Bluish-Green,4 full defects,,"January 24th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
412,83.33,,,,,,Arabica,Steven Kil,Burundi,Sogestal Kayanza,,Kiriyama Washing Station,,The Specialty Coffee Appraisers Institute of Asia,1880,Kayanza,,220,60 kg,Specialty Coffee Association,2012,"August 29th, 2012",Steven Kil,Bourbon,Completed,Washed / Wet,Sample,7.75,7.67,7.33,7.5,7.5,7.75,Sample,10,10,10,7.83,Sample  83.33,,0%,0 full defects,0,,5 full defects,,"August 29th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
413,83.33,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora bonanza,3-68-0133,Exportadora de Cafe Condor S.A,1750 msnm,huila,condor,250,70 kg,Almacafé,2012,"May 30th, 2012",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.5,7.67,7.67,7.58,7.67,7.58,Sample,10,10,10,7.67,Sample  83.33,,0%,0 full defects,0,Green,1 full defects,,"May 30th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
414,83.33,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,,,,Kona,,27,100 lbs,Specialty Coffee Association,,"September 20th, 2011",Kona Pacific Farmers Cooperative,,Completed,,Sample,8.08,7.83,7.83,7.75,7.67,7.58,Sample,9.33,10,9.33,7.92,Sample  83.33,,1%,0 full defects,0,,0 full defects,,"September 19th, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
415,83.33,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,HDOA #210307,,,,,25,100 lbs,Specialty Coffee Association,,"February 24th, 2011",Kona Pacific Farmers Cooperative,,Completed,,Sample,7.58,7.67,7.58,7.5,7.83,7.67,Sample,10,10,10,7.5,Sample  83.33,,0%,0 full defects,0,,0 full defects,,"February 24th, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
416,83.25,,,,,,Arabica,CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Mexico,CORTA PICO,2016-2017-1,LA CATEDRAL DEL CAFE,,CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,1600,SIERRA MADRE OCCIDENTAL,BALBINO RAMIREZ FLORES,50,50 kg,Centro Agroecológico del Café A.C.,2017,"March 7th, 2017",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Completed,Washed / Wet,Sample,7.67,7.83,7.42,7.83,7.33,7.5,Sample,10,10,10,7.67,Sample  83.25,,11%,0 full defects,0,Blue-Green,0 full defects,,"March 7th, 2018",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,,
417,83.25,,,,,,Arabica,Troy Quimby,Costa Rica,Estate La Patricia,LP-C211-181,Micro Beneficio La Cabaña-Javier Meza,,Bold Coast Coffee,1900,Tarrazu,Manuel Montero,29,46 kg,Specialty Coffee Association,2016,"January 30th, 2017",Troy Quimby,Catuai,Completed,Pulped natural / honey,Sample,7.5,7.5,7.83,7.5,7.67,7.67,Sample,10,10,10,7.58,Sample  83.25,,11%,0 full defects,0,Green,0 full defects,,"January 30th, 2018",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
418,83.25,,,,,,Arabica,Rodrigo Soto,Costa Rica,Coopellanobonito,s16292,Coocafe R.L,5-139-0050,Panamerican Coffee Trading,,Tarrazu,Coopellanobonito,275,69 kg,Specialty Coffee Association of Costa Rica,2015,"September 20th, 2016",Rodrigo Soto,,Completed,Washed / Wet,Sample,7.83,7.5,7.42,7.67,7.5,7.67,Sample,10,10,10,7.67,Sample  83.25,,11%,0 full defects,0,,0 full defects,,"September 20th, 2017",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
419,83.25,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LINDA VISTA,11-973-152,LINDA VISTA,11/973/152,"MERCON GUATEMALA, S.A.",2100,NUEVO ORIENTE,PABLO CHUY,275,0 kg,Asociacion Nacional Del Café,2016,"August 12th, 2016",Juan Luis Alvarado Romero,Pacas,Completed,Washed / Wet,Sample,7.5,7.58,7.42,7.83,7.67,7.58,Sample,10,10,10,7.67,Sample  83.25,,11%,0 full defects,2,Green,7 full defects,,"August 12th, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
420,83.25,,,,,,Arabica,Kawacom Uganda LTD,Uganda,Kawacom Uganda LTD Sipi Farmers Group,035/170/5061178,Kawacom Uganda LTD,035/170/5061178,Kawacom Uganda LTD,,"Sipi, Mt. Elgon",Kawacom Uganda LTD,150,9000 kg,Uganda Coffee Development Authority,2015,"May 19th, 2016",Kawacom Uganda LTD,SL14,Completed,Washed / Wet,Sample,7.5,7.67,7.67,7.42,7.67,7.67,Sample,10,10,10,7.67,Sample  83.25,,12%,0 full defects,0,Green,1 full defects,,"May 19th, 2017",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-41-256940/233073,,
421,83.25,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,,43102245 - P4615,Dinamo Armazens Gerais Ltda,002/4542/0189,BOURBON SPECIALTY COFFEES,,CAMPOS ALTOS - CERRADO,,300,60 kg,Brazil Specialty Coffee Association,2016,"January 12th, 2016",BOURBON SPECIALTY COFFEES,,Completed,,Sample,7.58,7.67,7.42,7.5,7.67,7.42,Sample,10,10,10,8,Sample  83.25,,12%,0 full defects,0,Green,4 full defects,,"January 11th, 2017",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
422,83.25,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,NEIVA,3-59-0318,CARCAFE LTDA,442 msnm,HUILA,FRANKLIN DUSSAN,304,35 kg,Almacafé,2015/2016,"November 27th, 2015",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.58,7.67,7.67,7.17,7.75,7.83,Sample,10,10,10,7.58,Sample  83.25,,0%,0 full defects,0,Green,2 full defects,,"November 26th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
423,83.25,,,,,,Arabica,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Mexico,Los charcos,,La yerba,3,PRODUCTOS Y SERVICIOS CHILINDRÓN S.A DE C.V,1261,Cuarenteño,Rafael Arroyo Zoto,11,2 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,"July 14th, 2015",PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Completed,Natural / Dry,Sample,7.83,7.75,7.5,7.58,7.58,7.58,Sample,10,10,10,7.42,Sample  83.25,,12%,0 full defects,0,Bluish-Green,2 full defects,,"July 13th, 2016",Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,Liverpool 91 COL. Juárez CP06600. Cuauhtémoc México DF,ING. Arturo Hernández Fujigaki - +52 (55) 56984710,,
424,83.25,,,,,,Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,Sunshine Valley Estate 向陽高山咖啡,,Sunshine Valley Estate 向陽高山咖啡,Taiwan,Taiwan Coffee Laboratory,1000 M,"Guoxing Township, Nantou County 南投縣國姓鄉",LIN YEN CHIEN 林言謙,10,15 kg,Specialty Coffee Association,2015,"June 18th, 2015","Lin, Che-Hao Krude 林哲豪",Bourbon,Completed,Washed / Wet,Sample,7.67,7.5,7.5,7.5,7.67,7.83,Sample,10,10,10,7.58,Sample  83.25,,10%,0 full defects,0,Blue-Green,0 full defects,,"June 17th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
425,83.25,,,,,,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,以勒咖啡,,以勒咖啡,Taiwanw台灣,宸嶧國際,800公尺,南投國姓,蘇詠晴,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Washed / Wet,Sample,7.92,7.83,7.75,7.58,7.5,7.33,Sample,10,10,10,7.33,Sample  83.25,,10%,0 full defects,0,Green,0 full defects,,"November 23rd, 2015",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,
426,83.25,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Bonanza,3-79-1818,ecom cca sa,1483,eje cafetero,,250,70 kg,Almacafé,2014,"June 24th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Natural / Dry,Sample,7.58,7.58,7.5,7.58,7.58,7.75,Sample,10,10,10,7.67,Sample  83.25,,0%,0 full defects,0,Green,0 full defects,,"June 24th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
427,83.25,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,,BENEFICIO SIEMBRAS VISIÓN (154),11-11711-85 (MED),"SIEMBRAS VISIÓN, S.A.",1500 MSNM,ANTIGUA,"SIEMBRAS VISIÓN, S.A.",26,69 kg,Asociacion Nacional Del Café,2014,"March 7th, 2014",Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.5,7.67,7.58,7.67,7.67,7.5,Sample,10,10,10,7.67,Sample  83.25,,10%,0 full defects,0,Green,1 full defects,,"March 7th, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
428,83.25,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza,3-68-0215,Exportadora de Cafe Condor S.A,1750 msnm,huila,,275,70 kg,Almacafé,2013,"August 2nd, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.83,7.5,7.67,7.33,7.67,7.67,Sample,10,10,10,7.58,Sample  83.25,,11%,0 full defects,0,Green,1 full defects,,"August 2nd, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
429,83.25,,,,,,Arabica,CALIXTO GUILLEN VAZQUEZ,Mexico,VARIAS COMUIDADES,,PRODUCTORES DE CAFES ESPECIALES SC,2406,"FINCA TRIUNFO VERDE, S.C.",1300,CHIAPAS,VRIOS PRODUCTORES,200,1 kg,AMECAFE,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Completed,Washed / Wet,Sample,7.58,7.75,7.5,7.5,7.58,7.58,Sample,10,10,10,7.75,Sample  83.25,,12%,0 full defects,0,Green,6 full defects,,"March 29th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
430,83.25,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,KF313630,Kona Pacific Farmers Cooperative,,KONA,,11,100 lbs,Specialty Coffee Association,2012,"March 21st, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,Sample,7.58,7.75,7.83,8,8.08,7.67,Sample,9.33,10,9.33,7.67,Sample  83.25,,11%,0 full defects,0,Bluish-Green,4 full defects,,"March 21st, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
431,83.25,,,,,,Arabica,ERNESTO RODRIGUEZ LUNA,Mexico,FINCA TEOCELO,,MONTE BLANCO,0,FINCA TEOCELO,,TEOCELO,ERNESTO RODRIGUEZ LUNA,10,1 kg,AMECAFE,2012,"August 1st, 2012",ERNESTO RODRIGUEZ LUNA,Mundo Novo,Completed,Washed / Wet,Sample,7.75,7.58,7.58,7.58,7.5,7.58,Sample,10,10,10,7.67,Sample  83.25,,13%,0 full defects,0,Green,7 full defects,,"August 1st, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
432,83.25,,,,,,Arabica,MODESTO LANDEROS FLORES,Mexico,MATA LARGA,,FINCA MATA LARGA,0,,1000,FORTÍN DE LAS FLORES,MODESTO LANDEROS FLORES,54,1 kg,AMECAFE,2012,"July 11th, 2012",MODESTO LANDEROS FLORES,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.42,7.92,7.33,7.5,Sample,10,10,10,7.58,Sample  83.25,,12%,0 full defects,0,Blue-Green,0 full defects,,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
433,83.25,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,,BENEFICIO IXCHEL,11/23/0767,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.83,7.58,7.08,7.83,7.42,8.08,Sample,10,10,10,7.42,Sample  83.25,,11%,0 full defects,0,Green,9 full defects,,"July 9th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
434,83.25,,,,,,Arabica,NUCOFFEE,Brazil,Água Limpa,,,002/1251/0241,NUCOFFEE,1200m,Grama Valley,Eliane de Andrade Cyrino Noqueira,30,60 kg,NUCOFFEE,2012,"February 23rd, 2012",NUCOFFEE,Yellow Bourbon,Completed,Semi-washed / Semi-pulped,Sample,7.75,7.67,7.5,7.58,7.58,7.58,Sample,10,10,10,7.58,Sample  83.25,,11%,0 full defects,0,Blue-Green,1 full defects,,"February 22nd, 2013",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,
435,83.25,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora Bonanaza,3-68-0089,Exportadora de Cafe Condor S.A,175,Huila,,250,70 kg,Almacafé,2012,"February 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.58,7.58,7.42,7.83,7.58,Sample,10,10,10,7.58,Sample  83.25,,12%,0 full defects,0,Green,1 full defects,,"February 21st, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
436,83.25,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0661,C.I.Racafe & Cia S.C.A,De 1600 a 1950 msnm,La Plata,La Plata,175,70 kg,Almacafé,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.5,7.5,7.58,7.67,Sample,10,10,10,7.67,Sample  83.25,,11%,0 full defects,0,Green,0 full defects,,"February 8th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
437,83.25,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora bonanza-armenia,3-68-0205,,1600-1800msnm,huila,,250,70 kg,Almacafé,1T/2011,"June 14th, 2011",Exportadora de Cafe Condor S.A,,Completed,,Sample,7.92,7.75,7.25,7.42,7.83,7.58,Sample,10,10,10,7.5,Sample  83.25,,8%,0 full defects,0,,0 full defects,,"June 13th, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
438,83.25,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora Bonanza-Calarca-quindio,3-68-0107,,1880 msnm,Cauca,,250,70 kg,Almacafé,4t/2010,"February 22nd, 2011",Exportadora de Cafe Condor S.A,,Completed,,Sample,8,7.67,7.67,7.25,7.67,7.5,Sample,10,10,10,7.5,Sample  83.25,,13%,0 full defects,0,,1 full defects,,"February 22nd, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
439,83.25,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza - Armenia Quindio,3-068-0108,,1800 m.s.n.m,Cundinamarca,Exportadora de Café Cóndor S.A,250,70 kg,Almacafé,4T/2010,"January 17th, 2011",Exportadora de Cafe Condor S.A,,Completed,,Sample,7.92,7.75,7.5,7.42,7.42,7.67,Sample,10,10,10,7.58,Sample  83.25,,4%,0 full defects,0,,1 full defects,,"January 17th, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
440,83.17,,,,,,Arabica,Ipanema Coffees,Brazil,Fazenda Capoeirinha,019/17,Dry mill,002/1660/0079,Ipanema Coffees,890,South of Minas Gerais,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Completed,Natural / Dry,Sample,7.67,7.42,7.5,7.58,7.67,7.58,Sample,10,10,10,7.75,Sample  83.17,,11%,0 full defects,0,Green,4 full defects,,"October 20th, 2018",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
441,83.17,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,BENEFICIO EL TORREON,11/23/0673,BENEFICIO IXCHELL,11/23/0673,"UNEX GUATEMALA, S.A.",1901,ORIENTE,AGROINDUSTRIAS CAFETALERAS,275,69 kg,Asociacion Nacional Del Café,2017,"August 24th, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.58,7.58,7.33,7.67,7.75,7.58,Sample,10,10,10,7.67,Sample  83.17,,10%,0 full defects,0,Green,1 full defects,,"August 24th, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
